Date,googl,googl,googl,googl,googl
2018-08-17,60.43008041381836,60.98177204229244,59.84111386124022,60.737736944058355,33092000
2018-08-20,60.73326110839844,60.93008256244892,60.07471218392201,60.6691467235591,22218000
2018-08-21,60.50761413574219,61.27054044103571,60.38932407980851,60.78644421725893,23082000
2018-08-22,60.72332000732422,60.96089359859169,60.29936043106712,60.34906159081849,22296000
2018-08-23,60.69399642944336,61.39032082705827,60.60403607390066,60.63037878971398,24666000
2018-08-24,61.468849182128906,61.501152850603425,60.706916405833674,60.93455128342422,24454000
2018-08-27,62.43903350830078,62.51855840428068,61.66418147847871,61.83615046367728,28580000
2018-08-28,61.921634674072266,62.453445077996406,61.77799539408306,62.42064086967574,27330000
2018-08-29,62.855533599853516,62.980785688734734,62.26656703980296,62.37591187450305,36926000
2018-08-30,62.348079681396484,63.09609224870752,61.98873499465223,62.79340696479483,30104000
2018-08-31,61.22282028198242,62.25413352222565,60.92212202171471,62.23723656958119,42308000
2018-09-04,60.20443344116211,61.027500180903886,59.96835007028278,60.76159307832366,41458000
2018-09-05,59.59757995605469,60.38137724875012,58.416658701726895,60.100560159694226,53988000
2018-09-06,58.846580505371094,59.592109346078686,57.83365431938672,59.57123462954581,46854000
2018-09-07,58.52848815917969,59.07322156261215,58.11496780060451,58.25065156129241,32658000
2018-09-10,58.40273666381836,58.97928075780054,58.181563270789376,58.85701294212638,27670000
2018-09-11,59.14479064941406,59.19200808219911,57.94995677387038,58.205921369747045,29254000
2018-09-12,58.23077392578125,59.17958192269754,57.96039231384548,58.747670580238385,35716000
2018-09-13,58.7546272277832,59.03892530957752,58.11247850073836,58.63335669461351,40068000
2018-09-14,58.54786682128906,59.045883312653096,58.32619667965005,59.045883312653096,24176000
2018-09-17,57.64577865600586,58.73872263177429,57.57768650997904,58.537430462721105,34096000
2018-09-18,58.007606506347656,58.71437013707724,57.72529920938606,57.78643311637762,32314000
2018-09-19,58.36347579956055,58.46287812487392,57.585639521736404,58.099559478530345,25962000
2018-09-20,59.22331619262695,59.34409377045542,58.461883924154634,58.68156707990844,29244000
2018-09-21,58.256614685058594,59.472323248929726,58.2536342079212,59.38981787799408,91222000
2018-09-24,58.62639617919922,58.906215950521236,57.23176045419846,57.62490281527774,31150000
2018-09-25,59.338626861572266,59.486240111899036,58.354527150193434,58.85950188678448,33152000
2018-09-26,59.34707260131836,60.0021442889838,58.91665531696712,59.328685409122045,37650000
2018-09-27,60.00811004638672,60.48027676869845,59.54538529341721,59.64230388555301,36274000
2018-09-28,59.994197845458984,60.06228999628742,59.53445353679154,59.845587304549184,35612000
2018-10-01,60.06625747680664,60.84508720046598,59.80085093306855,60.28842814484891,33164000
2018-10-02,60.022029876708984,60.8610000910396,59.62541026284273,59.97381895103668,40180000
2018-10-03,60.215362548828125,60.34707232356731,59.74915681481868,60.23872099336067,26246000
2018-10-04,58.50264358520508,59.93554785865492,57.84558485282822,59.892308186192366,46576000
2018-10-05,58.043392181396484,58.74766830132233,57.371920269286754,58.44945753779413,31852000
2018-10-08,57.451446533203125,58.4425006942056,56.43156213315559,57.65422894717302,46190000
2018-10-09,56.917144775390625,57.731262437615264,56.86744361561691,57.22231376419579,33690000
2018-10-10,54.282447814941406,56.51207586019271,54.25014035520059,56.48125863891177,58980000
2018-10-11,54.211875915527344,55.47033128376875,53.47380203293527,53.63036430862326,67696000
2018-10-12,55.692989349365234,55.95591217005539,54.42509213806296,55.648255649959694,49370000
2018-10-15,54.79338455200195,55.75561220565616,54.583640120536266,55.566746280864315,30074000
2018-10-16,56.316253662109375,56.47977417017577,55.25611383966727,55.34209643643479,38378000
2018-10-17,56.04338836669922,57.00809976615284,55.36793870886157,56.66018784877589,35652000
2018-10-18,54.568233489990234,56.27996768345776,53.993183446040696,56.163167871695585,46152000
