Datetime,msft,msft,msft,msft,msft
2025-08-05 15:45:00+00:00,531.4400024414062,532.0900268554688,531.4299926757812,531.4400024414062,123088
2025-08-05 15:50:00+00:00,532.010009765625,532.0802001953125,531.0850219726562,531.4000244140625,83272
2025-08-05 15:55:00+00:00,532.1500244140625,532.2305297851562,531.6799926757812,532.023681640625,119557
2025-08-05 16:00:00+00:00,532.0700073242188,532.1649780273438,531.719970703125,532.1099853515625,116061
2025-08-05 16:05:00+00:00,532.3099975585938,532.47998046875,532.010009765625,532.030029296875,199644
2025-08-05 16:10:00+00:00,532.8900146484375,532.9600219726562,532.2999877929688,532.2999877929688,132217
2025-08-05 16:15:00+00:00,532.9699096679688,533.0,532.7423706054688,532.9000244140625,94205
2025-08-05 16:20:00+00:00,532.97998046875,533.1900024414062,532.9099731445312,532.9349975585938,122953
2025-08-05 16:25:00+00:00,532.9400024414062,533.1696166992188,532.8400268554688,533.030029296875,63637
2025-08-05 16:30:00+00:00,532.905029296875,533.1900024414062,532.6599731445312,532.9149780273438,109725
2025-08-05 16:35:00+00:00,532.47998046875,532.9650268554688,532.3900146484375,532.9550170898438,73737
2025-08-05 16:40:00+00:00,532.0473022460938,532.4791870117188,531.780029296875,532.4400024414062,94902
2025-08-05 16:45:00+00:00,531.7100219726562,532.038818359375,531.5499877929688,532.010009765625,85631
2025-08-05 16:50:00+00:00,532.219970703125,532.239990234375,531.6400756835938,531.7385864257812,149024
2025-08-05 16:55:00+00:00,531.9299926757812,532.405029296875,531.6900024414062,532.22998046875,88678
2025-08-05 17:00:00+00:00,532.02001953125,532.1500244140625,531.8499755859375,531.9299926757812,81365
2025-08-05 17:05:00+00:00,532.0449829101562,532.4099731445312,531.9600219726562,532.094970703125,116329
2025-08-05 17:10:00+00:00,531.719970703125,532.0999755859375,531.6849975585938,532.0650024414062,88148
2025-08-05 17:15:00+00:00,531.7449951171875,531.8001098632812,531.3400268554688,531.8001098632812,112711
2025-08-05 17:20:00+00:00,531.635009765625,531.7100219726562,531.280029296875,531.7100219726562,87889
