Datetime,googl,googl,googl,googl,googl
2025-08-04 19:00:00+00:00,194.86500549316406,195.0,194.77999877929688,194.88499450683594,338002
2025-08-04 19:05:00+00:00,194.64500427246094,194.91000366210938,194.63999938964844,194.86000061035156,277754
2025-08-04 19:10:00+00:00,194.55999755859375,194.67999267578125,194.55999755859375,194.6300048828125,234664
2025-08-04 19:15:00+00:00,194.3917999267578,194.6999969482422,194.3800048828125,194.56500244140625,342604
2025-08-04 19:20:00+00:00,194.40040588378906,194.5500030517578,194.38499450683594,194.39500427246094,320803
2025-08-04 19:25:00+00:00,194.30999755859375,194.46499633789062,194.3000030517578,194.38189697265625,217999
2025-08-04 19:30:00+00:00,194.4250030517578,194.4600067138672,194.26499938964844,194.3000030517578,452365
2025-08-04 19:35:00+00:00,194.39500427246094,194.4499969482422,194.27999877929688,194.4199981689453,337918
2025-08-04 19:40:00+00:00,194.52000427246094,194.6199951171875,194.31500244140625,194.38999938964844,370135
2025-08-04 19:45:00+00:00,194.60000610351562,194.69000244140625,194.5,194.52000427246094,369277
2025-08-04 19:50:00+00:00,194.76499938964844,194.85000610351562,194.50999450683594,194.57000732421875,870028
2025-08-04 19:55:00+00:00,195.0399932861328,195.22999572753906,194.75,194.75999450683594,1996412
2025-08-05 13:30:00+00:00,196.0399932861328,196.35000610351562,194.61000061035156,194.7100067138672,1861212
2025-08-05 13:35:00+00:00,196.78550720214844,196.82000732421875,195.61000061035156,196.02439880371094,1005086
2025-08-05 13:40:00+00:00,197.02000427246094,197.2899932861328,196.35000610351562,196.7899932861328,1207062
2025-08-05 13:45:00+00:00,197.5,197.85989379882812,197.01849365234375,197.01849365234375,903962
2025-08-05 13:50:00+00:00,197.62860107421875,197.73500061035156,197.1699981689453,197.52999877929688,778754
2025-08-05 13:55:00+00:00,197.05499267578125,197.6199951171875,196.66000366210938,197.61000061035156,496717
2025-08-05 14:00:00+00:00,196.6199951171875,197.00999450683594,196.4600067138672,197.00999450683594,637707
2025-08-05 14:05:00+00:00,196.86500549316406,197.08999633789062,196.5301055908203,196.64999389648438,370694
2025-08-05 14:10:00+00:00,196.6649932861328,196.9499969482422,196.58999633789062,196.875,354749
2025-08-05 14:15:00+00:00,197.10000610351562,197.139892578125,196.6300048828125,196.67999267578125,442820
2025-08-05 14:20:00+00:00,197.00999450683594,197.2906951904297,196.92999267578125,197.10499572753906,349173
2025-08-05 14:25:00+00:00,196.98500061035156,197.2550048828125,196.83999633789062,197.01010131835938,388801
2025-08-05 14:30:00+00:00,196.0500030517578,196.99000549316406,195.9700927734375,196.97000122070312,435899
2025-08-05 14:35:00+00:00,195.5399932861328,196.0399932861328,195.39999389648438,196.0399932861328,357118
2025-08-05 14:40:00+00:00,195.1300048828125,195.6999969482422,195.0800018310547,195.57000732421875,517079
